Anomaly_Score,IF_Score,AE_Score,is_anomaly,is_high_return,is_whale_anomaly,is_suspicious,Recency,Frequency,Monetary,Return_Rate,Avg_Basket_Size,Max_Single_Order,Monetary_Percentile,Purchase_Rate,Unique_Products,Days_Since_Purchase,Interpurchase_Std,Revenue_Per_Day
0.8775619917662909,0.7279155107674711,1.0,True,False,False,False,73.0,2,1482.585,0.0,1361.46111111111,2949.12,0.9862708719851577,0.009174311926605505,49,145.0,6.476169552927524,6.800848623853211
0.8741852356374871,0.7938205563096228,0.9399381,True,False,False,False,237.0,9,1752.254799999996,0.0,1361.46111111111,3685.0121999999938,0.9929499072356215,0.03333333333333333,93,33.0,8.552228849318297,8.15485596707819
0.868978278577361,0.708840592569849,1.0,True,False,False,False,85.0,1,17.549999999999997,0.0,745.5,3685.0121999999938,0.42263450834879407,0.0036363636363636364,4,190.0,49.07477288111819,0.0638181818181818
0.8650063692913089,0.7555936043760586,0.9545259,True,False,False,False,0.0,0,0.0,0.0,1361.46111111111,3685.0121999999938,0.41855287569573285,0.0,219,39.0,0.0,0.0
0.8631194651755756,0.9775607719759289,0.76948565,True,False,False,False,278.0,19,1752.254799999996,0.0,1159.8333333333333,3685.0121999999938,0.9966604823747681,0.10676156583629894,642,3.0,1.9371526969592363,11.668189798339265
0.8594631715363967,0.6876959102565952,1.0,True,False,False,False,1.0,1,1752.254799999996,0.0,50.970588235294116,532.01,0.997773654916512,0.0035335689045936395,21,282.0,0.0,13.752190812720848
0.8500770573080862,0.6668378786381272,1.0,True,False,False,False,192.0,1,852.8,0.0,1361.46111111111,3202.9199999999996,0.961038961038961,0.005,2,8.0,0.0,4.263999999999999
0.8456606378831335,0.6570236132493433,1.0,True,False,False,False,236.0,19,408.6321739130435,0.0,77.68,2945.5,0.8315398886827459,0.0954356846473029,37,5.0,5.4045317637547585,1.6955691863611764
0.8413566102703337,0.9291197966911007,0.7695503,True,False,False,False,261.0,18,1752.254799999996,0.0,1289.027027027027,3685.0121999999938,0.9925788497217068,0.06666666666666667,720,9.0,1.9377407199292829,7.862026748971194
0.8346980575108993,0.6326623235332675,1.0,True,False,False,False,23.0,1,829.4399999999999,0.0,600.0,829.4399999999999,0.9584415584415584,0.04,4,2.0,10.285912696499032,33.1776
0.8300810361241535,0.6228552713074588,0.9996293,True,False,False,False,7.0,1,205.67000000000002,0.0,121.0,429.38,0.5959183673469388,0.125,39,1.0,0.9733285267845757,25.708750000000002
0.8293908545224382,0.6749496876859031,0.95575184,True,False,False,False,274.0,2,467.5,0.0,1233.3333333333333,615.0,0.8682745825602969,0.007246376811594203,3,2.0,96.63807048294511,1.693840579710145
0.8237767796283757,0.6083928171276596,1.0,True,False,False,False,3.0,1,149.64000000000001,0.0,162.0,573.46,0.5239332096474953,0.16666666666666666,33,3.0,0.5144957554275265,24.94
0.8233193028318124,0.6304859824417338,0.98109204,True,False,False,False,241.0,19,199.44782608695652,0.0,94.58333333333333,1200.1,0.5896103896103896,0.09465020576131687,244,2.0,2.5524776443069133,0.8207729468599034
0.822371104549747,0.6052690947307068,1.0,True,False,False,False,10.0,2,111.42,0.0,32.333333333333336,119.62,0.4649350649350649,0.18181818181818182,56,1.0,0.8746272216033019,10.129090909090909
0.8194834923752006,0.8097722212490894,0.82742906,True,False,False,False,106.0,1,1752.254799999996,0.0,1361.46111111111,2919.5099999999998,0.9936920222634509,0.004273504273504274,162,128.0,7.610356481348039,10.206452991452991
0.8096126632888414,0.5769170030398054,1.0,True,False,False,False,280.0,19,159.21960784313725,0.0,92.4375,411.08000000000004,0.5387755102040817,0.18085106382978725,80,2.0,2.789349450461801,0.5646085384508414
0.8084223498274126,0.7882459140197519,0.8249303,True,False,False,False,282.0,2,1752.254799999996,0.0,1361.46111111111,2608.11,0.9933209647495361,0.007067137809187279,151,1.0,18.189897296316467,7.908286219081273
0.8083055853101727,0.6869470276773233,0.9075989,True,False,False,False,249.0,5,1151.606,0.0,703.8333333333334,2396.16,0.9807050092764379,0.018726591760299626,478,18.0,4.543189329817021,4.313131086142322
0.8004687627429927,0.5565972240490304,1.0,True,False,False,False,154.0,2,640.0,0.0,1361.46111111111,640.0,0.9228200371057514,0.011695906432748537,1,17.0,46.66904755831214,3.742690058479532
0.7971818764670944,0.739339130821991,0.84450775,True,False,False,False,110.0,1,1752.254799999996,0.0,987.3333333333334,2736.85,0.9929499072356215,0.0036231884057971015,29,166.0,15.714285714285706,7.929347826086956
0.7836980658081637,0.5193290086382993,1.0,True,False,False,False,153.0,2,171.18,0.0,1361.46111111111,191.16,0.5506493506493506,0.009708737864077669,2,53.0,59.39696961966999,0.8309708737864078
0.7789706169174215,0.8946866191330003,0.68429387,True,False,False,False,272.0,16,1752.254799999996,0.0,1361.46111111111,3685.0121999999938,0.9988868274582561,0.05776173285198556,107,5.0,6.307089439931105,19.014598375451264
0.7717154128479888,0.5896253283659463,0.9206982,True,False,False,False,0.0,0,0.0,0.0,1361.46111111111,2002.4,0.20946196660482375,0.0,2,282.0,0.0,0.0
0.7708551143115259,0.6739708128914781,0.85012406,True,False,False,False,2.0,1,1520.1100000000001,0.0,597.5,1520.1100000000001,0.987012987012987,0.004016064257028112,69,247.0,0.12038585308576914,6.104859437751005
0.7705109075356533,0.7022718490602815,0.8263428,True,False,False,False,0.0,0,0.0,0.0,1361.46111111111,2169.39,0.20946196660482375,0.0,149,246.0,0.0,0.0
0.7555868385245701,0.7212659513531572,0.78366756,True,False,False,False,273.0,16,1076.598125,0.0,952.125,2567.6400000000003,0.9777365491651205,0.05673758865248227,40,9.0,7.2558892171440315,3.8177238475177306
0.7500815025949346,0.7682765704578528,0.7351946,True,False,False,False,0.0,0,0.0,0.0,1361.46111111111,3685.0121999999938,0.20946196660482375,0.0,171,23.0,0.0,0.0
0.7493781467309664,0.7005418715722186,0.7893351,True,False,False,False,246.0,3,1739.61,0.0,752.2,3315.0699999999997,0.9896103896103896,0.010752688172043012,148,33.0,13.486307699145728,6.23516129032258
0.7441396658878482,0.8351896085697096,0.66964424,True,False,False,False,270.0,19,903.1178723404256,0.0,334.4507042253521,2415.04,0.9651205936920223,0.16845878136200718,537,9.0,1.252349208802128,3.236981621291848
0.738735942163472,0.5860676988813716,0.8636463,True,False,False,False,2.0,1,700.0,0.0,475.6666666666667,2862.06,0.939517625231911,0.012195121951219513,75,80.0,0.11547005383792516,8.536585365853659
0.7380652722475479,0.41792280072581994,1.0,True,False,False,False,0.0,0,0.0,0.0,40.333333333333336,3685.0121999999938,0.20946196660482375,0.0,1,92.0,0.0,0.0
0.7274157844873744,0.3942572723698788,1.0,True,False,False,False,0.0,0,0.0,0.0,1350.0,931.4999999999999,0.41855287569573285,0.0,1,122.0,0.0,0.0
