Recency,Frequency,Monetary,Days_Since_Purchase,Purchase_Rate,Unique_Products,Avg_Basket_Size,Return_Rate,Max_Single_Order,Monetary_Percentile,Cluster,Segment_Name,CLV_Predicted_90d,CLV_Tier
0.0,0,0.0,159.0,0.0,8,35.0,0.0,183.4,0.41855287569573285,0,Champions,0.0,💤 Churned
251.0,6,106.60833333333333,31.0,0.02127659574468085,57,100.42857142857143,0.0,202.12,0.45862708719851575,0,Champions,281.3,💰 Mid
0.0,0,0.0,268.0,0.0,10,79.0,0.0,271.05,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,214.0,0.0,23,102.0,0.0,141.92000000000002,0.41855287569573285,0,Champions,0.0,💤 Churned
260.0,1,979.64,10.0,0.003703703703703704,31,454.0,0.0,979.64,0.9717996289424861,1,Loyal Customers,638.49,💰 Mid
244.0,5,148.98399999999998,3.0,0.020242914979757085,56,203.33333333333334,0.0,563.15,0.5228200371057514,0,Champions,590.98,💰 Mid
39.0,1,221.44,236.0,0.0036363636363636364,58,159.5,0.0,378.53000000000003,0.6159554730983302,0,Champions,0.0,💤 Churned
154.0,4,372.46,86.0,0.016666666666666666,89,304.6,0.0,546.38,0.8007421150278293,0,Champions,690.12,💰 Mid
0.0,0,0.0,164.0,0.0,17,277.0,0.0,193.5,0.41855287569573285,0,Champions,0.0,💤 Churned
211.0,5,122.82000000000001,1.0,0.02358490566037736,11,191.16666666666666,0.0,320.52,0.4849721706864564,0,Champions,260.22,💰 Mid
0.0,0,0.0,186.0,0.0,19,444.0,0.0,237.36,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,64.0,0.0,21,160.0,0.0,318.05,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,128.0,0.0,6,58.0,0.0,134.7,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,282.0,0.0,1,1.0,0.0,15.0,0.41855287569573285,0,Champions,0.0,💤 Churned
19.0,1,15.0,3.0,0.045454545454545456,8,29.5,0.0,113.5,0.42189239332096473,0,Champions,99.48,📉 Low
0.0,0,0.0,276.0,0.0,4,106.0,0.0,307.82000000000005,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,269.0,0.0,5,40.0,0.0,74.4,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,268.0,0.0,25,438.0,0.0,351.3,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,46.0,0.0,10,210.0,0.0,210.0,0.41855287569573285,0,Champions,0.0,💤 Churned
36.0,2,313.365,24.0,0.03333333333333333,48,186.33333333333334,0.0,580.08,0.7324675324675325,0,Champions,739.36,💰 Mid
195.0,2,163.3,87.0,0.0070921985815602835,131,77.75,0.0,312.37,0.5424860853432282,0,Champions,299.12,💰 Mid
0.0,0,0.0,162.0,0.0,1,100.0,0.0,85.0,0.41855287569573285,0,Champions,0.0,💤 Churned
186.0,1,165.20000000000002,1.0,0.0053475935828877,12,56.0,0.0,165.20000000000002,0.5443413729128015,0,Champions,137.23,📉 Low
0.0,0,0.0,283.0,0.0,51,161.0,0.0,202.48,0.41855287569573285,0,Champions,121.85,📉 Low
0.0,0,0.0,39.0,0.0,93,944.0,0.0,1595.48,0.41855287569573285,1,Loyal Customers,370.24,💰 Mid
0.0,0,0.0,83.0,0.0,7,98.0,0.0,191.94,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,121.0,0.0,3,34.0,0.0,214.5,0.41855287569573285,0,Champions,0.0,💤 Churned
86.0,2,463.555,107.0,0.010362694300518135,85,245.0,0.0,555.71,0.8653061224489796,0,Champions,589.67,💰 Mid
0.0,0,0.0,31.0,0.0,16,338.0,0.0,213.15,0.41855287569573285,0,Champions,0.0,💤 Churned
154.0,2,396.94500000000005,125.0,0.007168458781362007,87,148.33333333333334,0.0,530.85,0.8222634508348794,0,Champions,539.14,💰 Mid
0.0,0,0.0,118.0,0.0,23,36.0,0.0,63.440000000000005,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,211.0,0.0,23,139.0,0.0,530.15,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,128.0,0.0,1,100.0,0.0,179.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,8.0,0.0,57,165.0,0.0,362.13,0.41855287569573285,0,Champions,250.15,💰 Mid
0.0,0,0.0,76.0,0.0,6,17.0,0.0,131.45000000000002,0.41855287569573285,0,Champions,0.0,💤 Churned
107.0,3,371.5533333333333,101.0,0.014423076923076924,64,253.0,0.0,589.4,0.7981447124304267,0,Champions,710.91,💰 Mid
0.0,0,0.0,113.0,0.0,8,66.0,0.0,131.7,0.41855287569573285,0,Champions,0.0,💤 Churned
245.0,1,99.1,38.0,0.0035335689045936395,10,30.5,0.0,99.1,0.45231910946196663,0,Champions,68.69,📉 Low
0.0,0,0.0,230.0,0.0,10,92.0,0.0,153.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,16.0,0.0,1,20.0,0.0,17.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,111.0,0.0,6,62.0,0.0,143.1,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,263.0,0.0,54,688.0,0.0,1141.24,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,6.0,0.0,80,179.0,0.0,468.34,0.41855287569573285,0,Champions,285.21,💰 Mid
0.0,0,0.0,67.0,0.0,11,110.0,0.0,210.10000000000002,0.41855287569573285,0,Champions,0.0,💤 Churned
112.0,1,163.3,171.0,0.0035335689045936395,22,104.0,0.0,226.14,0.5424860853432282,0,Champions,145.73,📉 Low
224.0,1,164.0,58.0,0.0035460992907801418,19,46.5,0.0,199.65,0.5424860853432282,0,Champions,152.79,💰 Mid
0.0,0,0.0,53.0,0.0,3,72.0,0.0,90.0,0.41855287569573285,0,Champions,0.0,💤 Churned
73.0,2,1482.585,145.0,0.009174311926605505,49,1361.46111111111,0.0,2949.12,0.9862708719851577,1,Loyal Customers,1373.14,🐋 Whale
0.0,0,0.0,277.0,0.0,6,36.0,0.0,87.5,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,276.0,0.0,6,47.0,0.0,120.65,0.41855287569573285,0,Champions,0.0,💤 Churned
224.0,2,578.585,54.0,0.007194244604316547,68,211.0,0.0,606.53,0.9083487940630798,0,Champions,660.73,💰 Mid
92.0,1,304.8,120.0,0.0047169811320754715,37,171.5,0.0,801.6,0.7098330241187384,0,Champions,323.61,💰 Mid
0.0,0,0.0,127.0,0.0,6,43.0,0.0,199.85000000000002,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,83.0,0.0,6,45.0,0.0,178.51999999999998,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,171.0,0.0,13,119.0,0.0,327.25,0.41855287569573285,0,Champions,0.0,💤 Churned
74.0,1,322.85,102.0,0.005681818181818182,59,113.5,0.0,322.85,0.7454545454545455,0,Champions,295.56,💰 Mid
0.0,0,0.0,216.0,0.0,24,37.0,0.0,142.4,0.41855287569573285,0,Champions,0.0,💤 Churned
103.0,1,155.8,3.0,0.009433962264150943,32,59.0,0.0,155.8,0.5324675324675324,0,Champions,185.24,💰 Mid
0.0,0,0.0,275.0,0.0,64,231.0,0.0,398.08,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,124.0,0.0,6,70.0,0.0,92.72,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,179.0,0.0,22,222.0,0.0,343.62,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,87.0,0.0,10,254.0,0.0,302.46000000000004,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,223.0,0.0,25,55.0,0.0,195.35,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,206.0,0.0,1,72.0,0.0,76.32000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
60.0,1,200.0,4.0,0.015625,35,143.5,0.0,626.88,0.5907235621521336,0,Champions,440.26,💰 Mid
0.0,0,0.0,59.0,0.0,82,142.0,0.0,296.32,0.41855287569573285,0,Champions,215.6,💰 Mid
0.0,0,0.0,283.0,0.0,5,51.0,0.0,115.65,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,16.0,0.0,37,447.0,0.0,485.98,0.41855287569573285,0,Champions,256.57,💰 Mid
188.0,1,335.87,80.0,0.0037313432835820895,30,407.5,0.0,357.94,0.7576994434137291,0,Champions,254.97,💰 Mid
0.0,0,0.0,22.0,0.0,17,11.5,0.0,27.36,0.41855287569573285,0,Champions,99.06,📉 Low
90.0,2,169.03,38.0,0.015625,36,208.0,0.0,189.28,0.5487940630797774,0,Champions,280.67,💰 Mid
94.0,1,135.0,85.0,0.00558659217877095,10,126.0,0.0,300.0,0.5042671614100186,0,Champions,161.74,💰 Mid
0.0,0,0.0,39.0,0.0,219,1361.46111111111,0.0,3685.0121999999938,0.41855287569573285,1,Loyal Customers,825.28,💰 Mid
72.0,2,73.38,17.0,0.02247191011235955,10,48.333333333333336,0.0,136.95,0.437847866419295,0,Champions,92.1,📉 Low
188.0,2,218.42000000000002,10.0,0.010101010101010102,11,120.33333333333333,0.0,298.6,0.6137291280148423,0,Champions,211.03,💰 Mid
203.0,5,604.618,6.0,0.023923444976076555,169,262.5,0.0,818.87,0.9146567717996289,1,Loyal Customers,1351.61,🐋 Whale
36.0,1,346.6,165.0,0.004975124378109453,71,363.5,0.0,652.61,0.7710575139146568,0,Champions,389.33,💰 Mid
11.0,1,57.5,96.0,0.009345794392523364,22,24.0,0.0,103.21000000000001,0.4319109461966605,0,Champions,0.0,💤 Churned
0.0,0,0.0,36.0,0.0,7,75.0,0.0,100.21000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
69.0,3,234.34333333333333,207.0,0.010869565217391304,14,103.8,0.0,327.98,0.6319109461966604,0,Champions,221.9,💰 Mid
0.0,0,0.0,234.0,0.0,3,37.0,0.0,63.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,163.0,0.0,7,51.0,0.0,125.65,0.41855287569573285,0,Champions,0.0,💤 Churned
95.0,1,250.36,30.0,0.008,19,215.5,0.0,250.36,0.647495361781076,0,Champions,188.22,💰 Mid
175.0,3,328.9866666666667,45.0,0.013636363636363636,26,165.0,0.0,659.3000000000001,0.7532467532467533,0,Champions,580.03,💰 Mid
0.0,0,0.0,64.0,0.0,24,209.0,0.0,110.49,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,222.0,0.0,10,114.0,0.0,177.5,0.41855287569573285,0,Champions,0.0,💤 Churned
182.0,4,179.47500000000002,100.0,0.014184397163120567,40,48.4,0.0,418.95,0.5614100185528756,0,Champions,389.9,💰 Mid
0.0,0,0.0,104.0,0.0,12,93.0,0.0,207.15,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,236.0,0.0,27,123.0,0.0,188.56,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,243.0,0.0,29,386.0,0.0,311.71,0.41855287569573285,0,Champions,0.0,💤 Churned
25.0,2,343.70000000000005,36.0,0.03278688524590164,19,217.0,0.0,383.2,0.7669758812615955,0,Champions,590.31,💰 Mid
0.0,0,0.0,83.0,0.0,13,246.0,0.0,177.34,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,178.0,0.0,29,642.0,0.0,1829.04,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,174.0,0.0,36,122.0,0.0,221.3,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,261.0,0.0,21,238.0,0.0,300.42,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,4.0,0.0,2,32.0,0.0,64.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,13.0,0.0,47,230.0,0.0,160.09,0.41855287569573285,0,Champions,182.35,💰 Mid
155.0,1,236.02,2.0,0.006369426751592357,91,209.0,0.0,305.63,0.6341372912801484,0,Champions,301.13,💰 Mid
0.0,0,0.0,25.0,0.0,24,215.0,0.0,338.95,0.41855287569573285,0,Champions,0.0,💤 Churned
253.0,1,157.18,16.0,0.0037174721189591076,52,110.5,0.0,220.32000000000002,0.535064935064935,0,Champions,180.61,💰 Mid
0.0,0,0.0,276.0,0.0,44,61.0,0.0,144.24,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,94.0,0.0,16,148.0,0.0,298.48,0.41855287569573285,0,Champions,0.0,💤 Churned
90.0,1,296.88,128.0,0.0045871559633027525,18,306.0,0.0,314.99999999999994,0.6983302411873841,0,Champions,234.11,💰 Mid
0.0,0,0.0,117.0,0.0,20,184.0,0.0,369.2,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,155.0,0.0,20,152.0,0.0,394.44,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,153.0,0.0,12,24.0,0.0,110.97,0.41855287569573285,0,Champions,0.0,💤 Churned
89.0,2,277.28,179.0,0.007462686567164179,37,142.66666666666666,0.0,303.00000000000006,0.6771799628942486,0,Champions,256.75,💰 Mid
0.0,0,0.0,47.0,0.0,15,181.0,0.0,449.73,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,184.0,0.0,23,164.0,0.0,333.08,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,127.0,0.0,17,60.0,0.0,90.12,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,25.0,0.0,18,526.0,0.0,127.0,0.41855287569573285,0,Champions,0.0,💤 Churned
48.0,1,185.78,58.0,0.009433962264150943,35,347.0,0.0,440.99,0.5714285714285714,0,Champions,261.38,💰 Mid
0.0,0,0.0,45.0,0.0,19,270.0,0.0,254.82,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,128.0,0.0,22,90.5,0.0,99.21,0.41855287569573285,0,Champions,0.0,💤 Churned
150.0,4,310.92,47.0,0.02030456852791878,89,375.6,0.0,319.12,0.7280148423005566,0,Champions,515.03,💰 Mid
0.0,0,0.0,6.0,0.0,43,93.0,0.0,126.16,0.41855287569573285,0,Champions,159.09,💰 Mid
0.0,0,0.0,244.0,0.0,13,78.0,0.0,110.17999999999999,0.41855287569573285,0,Champions,0.0,💤 Churned
106.0,2,184.32,121.0,0.00881057268722467,22,114.0,0.0,307.85,0.5688311688311688,0,Champions,217.79,💰 Mid
0.0,0,0.0,22.0,0.0,22,361.0,0.0,303.56,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,144.0,0.0,9,24.0,0.0,113.5,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,163.0,0.0,17,103.0,0.0,388.45000000000005,0.41855287569573285,0,Champions,0.0,💤 Churned
223.0,1,185.55,53.0,0.0036231884057971015,18,75.0,0.0,185.55,0.5703153988868275,0,Champions,190.55,💰 Mid
0.0,0,0.0,114.0,0.0,19,147.0,0.0,349.55,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,81.0,0.0,10,108.0,0.0,190.53,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,170.0,0.0,18,183.0,0.0,409.57,0.41855287569573285,0,Champions,0.0,💤 Churned
157.0,1,429.79999999999995,79.0,0.00423728813559322,8,71.5,0.0,429.79999999999995,0.8460111317254174,0,Champions,245.06,💰 Mid
0.0,0,0.0,78.0,0.0,41,221.0,0.0,110.3,0.41855287569573285,0,Champions,139.04,📉 Low
106.0,1,346.76,61.0,0.005988023952095809,11,57.0,0.0,388.9,0.7710575139146568,0,Champions,239.66,💰 Mid
0.0,0,0.0,202.0,0.0,75,112.0,0.0,476.42,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,239.0,0.0,35,281.0,0.0,534.57,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,72.0,0.0,25,496.0,0.0,300.04,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,275.0,0.0,71,224.0,0.0,364.34,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,171.0,0.0,10,137.0,0.0,178.5,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,95.0,0.0,31,129.0,0.0,294.24,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,145.0,0.0,21,312.0,0.0,406.48,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,151.0,0.0,8,44.0,0.0,313.8,0.41855287569573285,0,Champions,0.0,💤 Churned
99.0,2,259.89,80.0,0.0111731843575419,36,140.0,0.0,542.97,0.6575139146567718,0,Champions,458.47,💰 Mid
62.0,2,140.15,96.0,0.012658227848101266,33,61.0,0.0,181.3,0.5087198515769944,0,Champions,190.84,💰 Mid
196.0,5,92.27,48.0,0.020491803278688523,66,26.0,0.0,140.59,0.4489795918367347,0,Champions,139.49,📉 Low
259.0,7,198.33571428571426,17.0,0.025362318840579712,18,112.625,0.0,405.16,0.5884972170686457,0,Champions,631.47,💰 Mid
68.0,1,176.60999999999999,153.0,0.004524886877828055,37,120.0,0.0,176.60999999999999,0.5576994434137291,0,Champions,171.77,💰 Mid
42.0,1,138.19,127.0,0.005917159763313609,27,72.5,0.0,197.94,0.5079777365491651,0,Champions,0.0,💤 Churned
0.0,0,0.0,191.0,0.0,14,74.0,0.0,225.9,0.41855287569573285,0,Champions,0.0,💤 Churned
89.0,1,472.64,5.0,0.010638297872340425,37,288.5,0.0,472.64,0.8697588126159554,0,Champions,404.12,💰 Mid
190.0,1,338.84,79.0,0.0037174721189591076,34,298.0,0.0,338.84,0.7606679035250464,0,Champions,254.51,💰 Mid
21.0,1,193.8,227.0,0.004032258064516129,4,118.0,0.0,193.79999999999998,0.5810760667903525,0,Champions,0.0,💤 Churned
188.0,1,35.400000000000006,86.0,0.0036496350364963502,27,23.0,0.0,111.8,0.42523191094619667,0,Champions,0.0,💤 Churned
255.0,3,113.76,13.0,0.011194029850746268,28,68.5,0.0,249.67000000000002,0.4712430426716141,0,Champions,164.27,💰 Mid
35.0,2,147.05,78.0,0.017699115044247787,10,164.66666666666666,0.0,169.5,0.5183673469387755,0,Champions,202.68,💰 Mid
0.0,0,0.0,110.0,0.0,54,326.0,0.0,860.12,0.41855287569573285,0,Champions,369.94,💰 Mid
148.0,1,1430.75,58.0,0.0048543689320388345,37,459.5,0.0,1430.75,0.9855287569573283,1,Loyal Customers,754.63,💰 Mid
98.0,2,144.515,57.0,0.012903225806451613,33,42.666666666666664,0.0,194.7,0.5153988868274583,0,Champions,209.93,💰 Mid
189.0,3,457.3233333333333,94.0,0.01060070671378092,23,225.75,0.0,490.05000000000007,0.862708719851577,0,Champions,522.36,💰 Mid
159.0,1,581.39,5.0,0.006097560975609756,29,246.5,0.0,581.39,0.9094619666048237,0,Champions,380.79,💰 Mid
0.0,0,0.0,4.0,0.0,28,171.0,0.0,302.48,0.41855287569573285,0,Champions,213.66,💰 Mid
0.0,0,0.0,120.0,0.0,28,168.0,0.0,519.68,0.41855287569573285,0,Champions,0.0,💤 Churned
119.0,2,205.91500000000002,26.0,0.013793103448275862,88,87.33333333333333,0.0,208.3,0.5970315398886827,0,Champions,273.02,💰 Mid
131.0,1,284.44000000000005,152.0,0.0035335689045936395,17,109.5,0.0,284.44000000000005,0.6849721706864564,0,Champions,196.01,💰 Mid
0.0,0,0.0,92.0,0.0,9,134.0,0.0,105.84,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,194.0,0.0,14,460.0,0.0,154.99,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,276.0,0.0,11,121.0,0.0,173.55,0.41855287569573285,0,Champions,0.0,💤 Churned
82.0,1,487.75,200.0,0.0035460992907801418,25,274.5,0.0,487.75,0.876808905380334,0,Champions,277.25,💰 Mid
27.0,1,617.45,38.0,0.015384615384615385,52,264.5,0.0,617.4499999999999,0.9168831168831169,0,Champions,749.98,💰 Mid
0.0,0,0.0,74.0,0.0,1,12.0,0.0,51.0,0.41855287569573285,0,Champions,0.0,💤 Churned
111.0,2,148.70999999999998,31.0,0.014084507042253521,44,46.0,0.0,199.04,0.522077922077922,0,Champions,233.46,💰 Mid
48.0,1,223.0,177.0,0.0044444444444444444,48,175.5,0.0,583.41,0.6181818181818182,0,Champions,288.05,💰 Mid
35.0,1,575.18,241.0,0.0036231884057971015,17,303.0,0.0,575.18,0.9064935064935065,0,Champions,0.0,💤 Churned
104.0,1,445.2,170.0,0.0036496350364963502,51,207.0,0.0,523.86,0.8545454545454545,0,Champions,359.14,💰 Mid
0.0,0,0.0,184.0,0.0,5,66.0,0.0,130.26,0.41855287569573285,0,Champions,0.0,💤 Churned
34.0,1,135.51,24.0,0.017241379310344827,22,309.5,0.0,219.06,0.5046382189239332,0,Champions,230.82,💰 Mid
191.0,2,389.27,8.0,0.010050251256281407,52,248.0,0.0,399.34,0.8152133580705009,0,Champions,424.18,💰 Mid
163.0,3,164.01666666666665,32.0,0.015384615384615385,36,84.75,0.0,249.60000000000002,0.5428571428571428,0,Champions,255.99,💰 Mid
26.0,1,445.84999999999997,45.0,0.014084507042253521,38,244.0,0.0,445.84999999999997,0.8545454545454545,0,Champions,496.58,💰 Mid
0.0,0,0.0,186.0,0.0,18,191.0,0.0,305.1,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,208.0,0.0,30,496.0,0.0,889.24,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,279.0,0.0,25,28.0,0.0,85.23,0.41855287569573285,0,Champions,0.0,💤 Churned
58.0,1,321.9,125.0,0.00546448087431694,9,140.0,0.0,321.9,0.7447124304267161,0,Champions,270.26,💰 Mid
